state,district,date,total_updates,mean,std,z_score
Manipur,Imphal East,2025-07-01,22188,681.3103448275862,2388.454561691269,9.000669022954703
Manipur,Thoubal,2025-07-01,19479,644.1724137931035,2105.54839129082,8.941084697639234
Manipur,Imphal West,2025-07-01,18970,704.7241379310345,2060.7337183389213,8.859182783693697
Manipur,Bishnupur,2025-07-01,9829,352.43023255813955,1071.4726703516676,8.836187652534269
Mizoram,Serchhip,2025-03-01,4123,91.6144578313253,466.50623688940595,8.62316954099234
Chandigarh,Chandigarh,2025-07-01,32547,865.8372093023256,3714.9867448436316,8.525639343213216
Manipur,Kakching,2025-07-01,786,25.271604938271604,88.87561706476063,8.464235572519955
Mizoram,Aizawl,2025-03-01,15783,433.0689655172414,1817.7805262737527,8.43968297039726
Chhattisgarh,Dantewada,2025-07-01,5961,225.33333333333334,706.6943637066729,8.10472283066536
Madhya Pradesh,Maihar,2025-07-01,310,19.0125,35.36983401470592,8.000792631672198
Tamil Nadu,Mayiladuthurai,2025-03-01,839,51.91566265060241,97.55038783276991,7.986618365064179
Mizoram,Kolasib,2025-03-01,4946,131.6987951807229,608.2836255768128,7.901576544522341
Mizoram,Champhai,2025-03-01,7852,199.6,970.92812963236,7.8734216725413475
Punjab,S.A.S Nagar(Mohali),2025-07-01,519,33.353658536585364,62.064158749351314,7.700829616924209
Manipur,Senapati,2025-07-01,5352,259.7241379310345,662.2634143541229,7.677607043994362
Mizoram,Saiha,2025-03-01,2617,71.95,334.15758050296415,7.593592232587118
Gujarat,Banas Kantha,2025-07-01,111,7.391891891891892,12.962345432499482,7.420537517066759
Rajasthan,Dhaulpur,2025-07-01,102,5.797101449275362,12.178307269298104,7.300095269052605
Tamil Nadu,Thiruvallur,2025-03-01,458,34.903614457831324,57.188736409735675,7.271104540970571
Manipur,Ukhrul,2025-07-01,3154,157.35632183908046,414.1917873095576,7.217492661835071
Assam,Kamrup,2025-04-01,9231,497.14942528735634,1211.0613212897538,7.205782761402665
Orissa,Kendujhar,2025-05-01,68,4.013888888888889,7.9034545051035145,7.186661208234836
Mizoram,Mamit,2025-03-01,4652,139.15584415584416,627.0394947884918,7.185605671764273
Uttar Pradesh,Hamirpur,2025-07-01,12641,628.5862068965517,1672.697692642137,7.177170552311857
Madhya Pradesh,Pandhurna,2025-06-01,85,5.463768115942029,10.087236708634693,7.1736749177651715
Tamil Nadu,Tenkasi,2025-03-01,1364,121.46428571428571,173.1859816823835,7.13338526030984
Mizoram,Lunglei,2025-03-01,5776,188.7530864197531,786.5535507971497,7.094434286944577
Chhattisgarh,Dakshin Bastar Dantewada,2025-07-01,6255,323.9404761904762,841.933136331373,7.036215884954737
Andhra Pradesh,Bapatla,2025-06-01,1287,73.85185185185185,172.1809448742159,7.00509024840624
Mizoram,Lawngtlai,2025-03-01,3973,158.0,544.9004714711889,6.988453389165731
Rajasthan,Pratapgarh,2025-07-01,11566,654.5,1580.6728481697833,6.898708549385628
Rajasthan,Bharatpur,2025-07-01,28123,1622.471264367816,3849.5452641115594,6.882279500159747
Chhattisgarh,Kondagaon,2025-06-01,11672,666.8139534883721,1600.8199554245202,6.8704263604925515
West Bengal,North Dinajpur,2025-07-01,191,14.753086419753087,24.789882444354948,6.833955678569793
Manipur,Churachandpur,2025-07-01,3661,223.95238095238096,503.1064680433295,6.8180986298160215
Gujarat,Ahmadabad,2025-05-01,2835,186.6904761904762,388.1358592160856,6.805616755917959
Mizoram,Mammit,2025-03-01,1320,42.64179104477612,186.78813970950486,6.802123983608379
Assam,Cachar,2025-04-01,12349,760.2873563218391,1702.951971274054,6.801079396042613
Assam,Darrang,2025-04-01,4889,301.8965517241379,675.892347876645,6.776710451322466
Haryana,Rewari,2025-07-01,10408,571.6321839080459,1464.5438540199134,6.71175262965437
Assam,Biswanath,2025-04-01,1786,109.74712643678161,249.16895446574713,6.700483188023752
Assam,Marigaon,2025-04-01,6220,390.0689655172414,874.4463337091016,6.6593814035206895
Delhi,North East,2025-04-01,12486,542.0930232558139,1792.96382712048,6.657830440157505
West Bengal,Maldah,2025-07-01,2361,162.94252873563218,329.73923299317374,6.645892751736938
Assam,Hailakandi,2025-07-01,3858,242.79310344827587,546.5715157345372,6.60225521720596
Punjab,SAS Nagar (Mohali),2025-07-01,13702,664.8390804597701,1977.8516820351767,6.58824561633239
Assam,Sibsagar,2025-07-01,1964,130.80459770114942,277.32638981936657,6.586495098393623
Himachal Pradesh,Lahul and Spiti,2025-06-01,128,11.08695652173913,16.79350288446203,6.57054680224622
Uttar Pradesh,Lalitpur,2025-07-01,15205,878.1395348837209,2180.682554575601,6.566885927134004
Maharashtra,Bid,2025-07-01,1365,117.76190476190476,189.4852010655032,6.547690257623744
Rajasthan,Barmer,2025-07-01,36267,2235.965909090909,5211.456152430864,6.528790477218401
Chhattisgarh,Rajnandgaon,2025-06-01,29871,1775.83908045977,4303.21427424697,6.527361123176316
West Bengal,Bardhaman,2025-07-01,2075,166.76470588235293,291.60527164950486,6.521534227187175
Chhattisgarh,Uttar Bastar Kanker,2025-06-01,5510,356.4823529411765,793.7413908309226,6.484521514188015
Tamil Nadu,Thoothukkudi,2025-03-01,26156,1589.3295454545455,3794.856381882854,6.471970481232928
Chhattisgarh,Sakti,2025-06-01,1110,48.48192771084337,163.50515479647453,6.452795194183823
Rajasthan,Chittorgarh,2025-07-01,11681,727.8837209302326,1696.7193009806044,6.451665050131218
Uttar Pradesh,Kushinagar,2025-07-01,27806,1679.840909090909,4055.5098858428755,6.440551071276512
Daman & Diu,Diu,2025-07-01,211,11.892307692307693,29.971925966708344,6.428650660011028
Himachal Pradesh,Lahul & Spiti,2025-06-01,76,8.5,9.510863354035239,6.421927269569725
Orissa,Sundargarh,2025-07-01,160,15.012987012987013,21.594646940542262,6.416874464493551
West Bengal,South Dinajpur,2025-07-01,341,25.602409638554217,48.22051475153829,6.407848271265563
Rajasthan,Dungarpur,2025-07-01,13964,983.6136363636364,2025.516823117362,6.405269482870031
Rajasthan,Banswara,2025-07-01,15783,1089.6627906976744,2304.6297679464833,6.3728085981423614
Odisha,Khordha,2025-07-01,1224,105.82352941176471,174.53756427926288,6.3700124539117295
Tamil Nadu,Dharmapuri,2025-03-01,18432,1191.5681818181818,2708.06903592648,6.363969167838401
Rajasthan,Bhilwara,2025-07-01,17897,1395.5697674418604,2597.730147379564,6.34980521128652
Orissa,Rayagada,2025-03-01,294,18.307692307692307,42.420684642217715,6.349331199265647
Chhattisgarh,Kanker,2025-06-01,8776,611.5977011494252,1285.519888132949,6.346114330730708
Assam,Kokrajhar,2025-04-01,5818,331.71264367816093,864.1308970080054,6.3415690912158835
Assam,Charaideo,2025-07-01,1389,95.32183908045977,203.3155122974253,6.331766718898527
Assam,Dhubri,2025-04-01,11013,683.6206896551724,1631.7974982763376,6.326185164571256
Karnataka,Bagalkot *,2025-07-01,250,20.783132530120483,35.27109235508941,6.319546850860607
Delhi,South Delhi,2025-04-01,52703,2562.4827586206898,7937.581682952087,6.316054837484996
Rajasthan,Dholpur,2025-07-01,13119,865.3139534883721,1942.5689132245834,6.304734534049264
Assam,Baksa,2025-04-01,3072,200.632183908046,456.7970928852666,6.2721407818366774
Telangana,Narayanpet,2025-07-01,1142,75.74698795180723,169.1849070254412,6.265261888874771
Rajasthan,Kota,2025-07-01,17542,1085.5116279069769,2629.671438855773,6.255622853171993
Rajasthan,Bundi,2025-07-01,10920,739.4941176470588,1626.5276527997084,6.255196871672327
Nagaland,Shamator,2025-07-01,67,3.3333333333333335,9.184044134621017,6.25160946133664
Rajasthan,Jhalawar,2025-07-01,12157,942.4941176470588,1793.9086656126683,6.2479535015922485
Odisha,NUAPADA,2025-07-01,48,3.9545454545454546,6.052162533233169,6.245666394937902
Himachal Pradesh,Kinnaur,2025-07-01,849,53.81927710843374,126.40972336195769,6.241130597486198
Manipur,Chandel,2025-07-01,1583,102.15294117647059,236.40610266689657,6.237611595441163
Maharashtra,Ahmed Nagar,2025-07-01,511,69.51190476190476,69.88587841007256,6.228152985339345
Tripura,South Tripura,2025-03-01,12149,661.5632183908046,1846.4095749945038,6.21813210080573
Kerala,Kasargod,2025-06-01,169,26.073170731707318,22.021190965766078,6.208489798848098
Karnataka,Davanagere,2025-07-01,859,73.54117647058824,125.84245185578526,6.192397040877504
Tripura,Khowai,2025-03-01,2068,107.83529411764705,315.7131702706634,6.189084919352088
Rajasthan,Chittaurgarh,2025-07-01,313,27.29268292682927,45.183436221279386,6.186359016342071
Maharashtra,Jalna,2025-07-01,31908,2189.681818181818,4805.5626664600695,6.18286294053565
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-06-01,449,16.171875,69.1636097287749,6.168840609443334
Haryana,Kaithal,2025-07-01,16538,929.4883720930233,2532.9772658425036,6.159688896308001
Uttar Pradesh,Barabanki,2025-07-01,597,50.285714285714285,87.78047254215831,6.158046584564786
Andhra Pradesh,Y. S. R,2025-06-01,1684,104.97560975609755,256.1111822419644,6.141406906051642
Andhra Pradesh,Annamayya,2025-05-01,1912,115.61904761904762,291.75736349043405,6.136074361933683
Odisha,Malkangiri,2025-03-01,9949,551.8965517241379,1532.261370582274,6.128833366947217
Haryana,Hisar,2025-07-01,22344,1316.6704545454545,3429.921374795339,6.128770452138054
Rajasthan,Alwar,2025-07-01,37509,2568.3793103448274,5705.499279543317,6.1229519146546565
Uttar Pradesh,Ayodhya,2025-07-01,1272,85.94186046511628,193.09445141759682,6.110726663602886
Jharkhand,Godda,2025-04-01,17530,930.2758620689655,2717.0464243093897,6.10722612736416
Tripura,Gomati,2025-03-01,3176,177.13253012048193,490.16542183038047,6.105616023831478
Rajasthan,Jaisalmer,2025-07-01,8093,522.9883720930233,1240.8868696994953,6.0955726424088255
Manipur,Jiribam,2025-07-01,492,24.88607594936709,75.64068016578693,6.0948561917794235
Orissa,Dhenkanal,2025-04-01,303,20.415584415584416,45.40616427237916,6.08937239298205
Maharashtra,Nandurbar,2025-07-01,36834,2269.8522727272725,5690.069339899851,6.073401264845769
Tripura,West Tripura,2025-03-01,19686,1048.409090909091,3069.2647052219204,6.070353112352823
Punjab,Pathankot,2025-07-01,5227,312.8941176470588,808.9302463237278,6.0673198768141585
Tamil Nadu,Tiruvannamalai,2025-03-01,26550,1607.4431818181818,4110.5222110224995,6.066501781581967
Madhya Pradesh,Shivpuri,2025-07-01,40775,1936.8837209302326,6401.501978935889,6.066084228766573
Rajasthan,Pali,2025-07-01,27363,1792.0689655172414,4221.88498293617,6.055322637914543
Punjab,Malerkotla,2025-07-01,2872,162.2,446.80795917368397,6.051254660592118
Tamil Nadu,Villupuram,2025-03-01,20462,1393.8045977011495,3152.4049248488327,6.046859143283966
Madhya Pradesh,Bhind,2025-07-01,16460,947.3295454545455,2565.7778714366164,6.04363572990563
Delhi,East Delhi,2025-04-01,26553,1411.551724137931,4163.453359665203,6.0371544845163765
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-03-01,139,7.788732394366197,20.746025776352408,6.033804473289954
Jharkhand,Dumka,2025-04-01,17248,886.1860465116279,2712.8791283393875,6.028939823675974
Uttar Pradesh,Maharajganj,2025-07-01,17266,1171.6022727272727,2670.940006468826,6.023487686215946
Madhya Pradesh,Dewas,2025-07-01,24383,1394.1976744186047,3815.7084418763297,6.023201058103323
Odisha,Bhadrak,2025-07-01,17477,1058.3333333333333,2726.202195519017,6.020333473492974
Rajasthan,Ajmer,2025-07-01,22352,1593.9101123595506,3447.381689711145,6.019661323911988
Orissa,Balangir,2025-03-01,2391,143.72619047619048,373.1784789308192,6.005887393484492
Rajasthan,Tonk,2025-07-01,13071,908.2159090909091,2030.6632597962957,5.986614185329408
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-06-01,1196,86.97619047619048,184.2905626299657,5.9853226941654025
Orissa,Malkangiri,2025-07-01,42,3.683333333333333,5.403989946755339,5.983249034624154
Rajasthan,Udaipur,2025-07-01,29806,2042.9318181818182,4644.424784782792,5.976432612311967
Uttarakhand,Dehradun,2025-07-01,19062,1485.9770114942528,2940.0301334360333,5.976145156993518
Gujarat,Arvalli,2025-07-01,6273,357.4578313253012,989.2686544923442,5.973674054852588
Jammu and Kashmir,Leh,2025-03-01,355,30.523809523809526,53.327014829389086,5.972648994154926
Assam,Hojai,2025-04-01,4229,337.2325581395349,651.8814340844251,5.960909958050997
Assam,Bongaigaon,2025-04-01,5647,420.7816091954023,876.0785037735627,5.958666605462561
Rajasthan,Rajsamand,2025-07-01,9845,712.2068965517242,1531.9305432212682,5.957734447809236
Madhya Pradesh,Vidisha,2025-07-01,25120,1452.2093023255813,3972.297764789005,5.956712056019606
Gujarat,Patan,2025-07-01,15285,859.8720930232558,2422.382234357263,5.952477369218077
West Bengal,Purulia,2025-07-01,556,46.13095238095238,84.70640717176893,5.949019034215154
Assam,Nalbari,2025-03-01,2363,232.77011494252875,357.8853168638395,5.935684144653031
Delhi,North East Delhi,2025-04-01,29019,1626.090909090909,4616.208248047492,5.93278613813724
Tamil Nadu,Thiruvarur,2025-03-01,11131,836.7701149425287,1741.1623470059824,5.908880939109243
West Bengal,Howrah,2025-07-01,19625,1128.7954545454545,3130.721055203792,5.906083019341878
Telangana,Bhadradri Kothagudem,2025-07-01,2759,251.19767441860466,423.85885052809584,5.902671728420437
Rajasthan,Sirohi,2025-07-01,10645,815.6976744186046,1664.5102941371813,5.901676117032631
Chhattisgarh,Mungeli,2025-07-01,12593,949.0459770114943,1972.2214302543603,5.900987007569409
Uttar Pradesh,Mahoba,2025-07-01,7894,538.8255813953489,1246.1442763402401,5.897613097490612
West Bengal,Malda,2025-07-01,15861,1083.159090909091,2505.8621839087614,5.894955456246476
Orissa,Koraput,2025-03-01,173,15.556962025316455,25.71527872458619,5.89337059133087
Tamil Nadu,Viluppuram,2025-03-01,13942,993.7906976744187,2199.247283617894,5.88488821176258
Chhattisgarh,Sukma,2025-07-01,4800,358.79761904761904,754.1482833284675,5.8812321751919905
Orissa,Bhadrak,2025-07-01,958,66.72619047619048,150.66386037755336,5.87663934773297
Tripura,Unakoti,2025-04-01,3870,187.29761904761904,626.272733608715,5.870974750912104
Uttar Pradesh,Fatehpur,2025-07-01,21462,1355.3333333333333,3425.6696193715575,5.867699224051305
Tamil Nadu,Tirunelveli,2025-03-01,34191,2440.6022727272725,5412.900029101983,5.864607317571626
Daman & Diu,Daman,2025-03-01,304,18.57894736842105,47.6859904396514,5.862488367888334
Assam,Goalpara,2025-04-01,3486,317.51724137931035,539.6911231623218,5.860060620358056
Manipur,Tamenglong,2025-07-01,1260,93.5,198.12607036691608,5.858097826420065
Haryana,Mewat,2025-07-01,9329,794.4767441860465,1456.0682896618166,5.8573255051723105
Tamil Nadu,Tirupattur,2025-03-01,1810,142.48235294117646,283.97923346966195,5.851365472341838
Andhra Pradesh,Nandyal,2025-06-01,1957,125.17647058823529,312.16845942347146,5.849323181472574
Tripura,Unakoti,2025-03-01,3853,187.29761904761904,626.272733608715,5.84387330191049
West Bengal,Haora,2025-07-01,4985,322.7325581395349,797.2741122012682,5.840434220025127
Gujarat,Banaskantha,2025-07-01,28877,1785.3764705882354,4640.098877683304,5.837329529797711
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-05-01,1974,122.10843373493977,316.8560499523708,5.8261957466046566
Karnataka,Chamrajnagar,2025-05-01,227,27.463414634146343,33.2585068007582,5.824439066370446
Uttar Pradesh,Mainpuri,2025-07-01,11960,848.1724137931035,1907.0125315553703,5.82377075749538
Uttar Pradesh,Kheri,2025-07-01,31529,2159.806818181818,5043.812947979518,5.821661473807616
Odisha,Baudh,2025-03-01,922,59.75308641975309,147.1979560714242,5.818210564015376
Haryana,Sirsa,2025-07-01,17387,1115.7011494252874,2796.121687453029,5.817158017673105
Assam,Lakhimpur,2025-04-01,3977,342.2068965517241,623.8946530396131,5.816649391650116
Ladakh,Kargil,2025-04-01,577,35.8780487804878,92.05974847876188,5.814779859876875
West Bengal,Paschim Medinipur,2025-07-01,23769,1709.7701149425288,3797.4324762468973,5.807456108013653
Arunachal Pradesh,Lower Subansiri,2025-07-01,528,33.5,84.20965397616123,5.803333037103335
Uttar Pradesh,Budaun,2025-07-01,17706,1268.0229885057472,2831.6229629165937,5.803093890959983
Assam,West Karbi Anglong,2025-04-01,350,41.876543209876544,52.11486897135247,5.80107722672365
West Bengal,Barddhaman,2025-07-01,31446,2081.9080459770116,5061.461043851161,5.800359094059294
Rajasthan,Sawai Madhopur,2025-07-01,12717,935.8850574712644,2031.054322526405,5.797637795372298
Punjab,Firozpur,2025-03-01,2106,135.05882352941177,339.034460706015,5.796298329229087
Uttar Pradesh,Gorakhpur,2025-07-01,30944,2047.8620689655172,4986.63558382504,5.793554369678689
Tripura,North Tripura,2025-03-01,9281,558.8,1505.0222652996267,5.791547841601597
Odisha,Koraput,2025-03-01,20214,1181.6136363636363,3287.608764624708,5.787367159136157
West Bengal,South 24 Parganas,2025-07-01,39567,2552.5454545454545,6396.620003499856,5.785660061898889
Andhra Pradesh,Palnadu,2025-06-01,2105,122.59756097560975,341.6829394410684,5.7849464063130185
Andhra Pradesh,Kurnool,2025-04-01,67938,3984.465909090909,11063.857178985336,5.779878859382957
Uttar Pradesh,Ambedkar Nagar,2025-07-01,13649,1002.528735632184,2187.393425119881,5.778883778027727
Uttar Pradesh,Faizabad,2025-07-01,16192,1090.9885057471265,2612.6131554186027,5.777829616041346
Orissa,Cuttack,2025-07-01,1025,74.2,163.59399511624883,5.776638444971655
Nagaland,Zunheboto,2025-03-01,1667,94.79761904761905,271.1821412431182,5.776287796737039
Rajasthan,Jodhpur,2025-07-01,36251,2489.0113636363635,5845.998746552807,5.774242495993106
Telangana,Vikarabad,2025-07-01,2020,167.3294117647059,320.0788365772562,5.770142336334008
Madhya Pradesh,Ujjain,2025-07-01,26625,1764.129411764706,4308.291473836168,5.769131825771798
Tamil Nadu,Kallakurichi,2025-03-01,805,56.68235294117647,128.76355331018337,5.766778328503881
West Bengal,Uttar Dinajpur,2025-07-01,14931,1054.6666666666667,2406.5389200350387,5.763700523325863
Gujarat,Sabarkantha,2025-07-01,17740,1038.9310344827586,2897.1927422741696,5.762580494357375
Maharashtra,Dhule,2025-07-01,32606,2274.183908045977,5265.000906664679,5.759933701030304
Madhya Pradesh,Jhabua,2025-07-01,18731,1043.835294117647,3070.59962674835,5.7582910714852185
West Bengal,Murshidabad,2025-07-01,37514,2518.1494252873563,6078.321485580013,5.756538892986966
Andhra Pradesh,Tirupati,2025-05-01,1899,120.90697674418605,307.90703822102944,5.756078053435452
West Bengal,Dakshin Dinajpur,2025-07-01,7868,513.3218390804598,1276.9554133850265,5.755035022261532
Uttar Pradesh,Muzaffarnagar,2025-07-01,31685,1952.3103448275863,5166.258218862226,5.754055322150946
West Bengal,Purba Medinipur,2025-07-01,22427,1509.83908045977,3641.7370148641558,5.742155097715795
West Bengal,Koch Bihar,2025-07-01,2059,155.30588235294118,330.5956033300754,5.741011335883402
Rajasthan,Jalor,2025-07-01,14838,1160.3023255813953,2383.0462663414532,5.737177951419684
West Bengal,East Midnapore,2025-07-01,4194,306.8735632183908,676.6409821401409,5.736262326557051
Rajasthan,Karauli,2025-07-01,12482,930.7011494252873,2013.842827259774,5.733101706143852
Bihar,Gaya,2025-03-01,37727,2128.4137931034484,6208.9968042475575,5.732464497010301
Jammu and Kashmir,Rajouri,2025-03-01,8577,640.6436781609195,1384.038008425964,5.730063921392603
Pondicherry,Karaikal,2025-07-01,187,35.03846153846154,25.54519412838633,5.724634663682383
Rajasthan,Baran,2025-07-01,11414,944.1882352941177,1827.925948628518,5.724568440049214
Madhya Pradesh,Narsimhapur,2025-07-01,1786,123.19047619047619,289.6101857104484,5.721786797474045
Uttar Pradesh,Deoria,2025-07-01,24078,1593.2528735632184,3929.207231770187,5.721008028451855
Tripura,Dhalai,2025-03-01,7576,401.9310344827586,1254.075503022635,5.7160457265238
Rajasthan,Dausa,2025-07-01,16532,1236.3953488372092,2675.969129686838,5.71377700308114
Haryana,Faridabad,2025-07-01,20448,1367.2528735632184,3340.648200638267,5.709980818086203
Rajasthan,Bikaner,2025-07-01,20713,1521.7558139534883,3365.5100686262444,5.700634721071187
Haryana,Jhajjar,2025-07-01,10148,666.3411764705883,1662.7551472877576,5.698950857634519
Orissa,Puri,2025-03-01,530,41.46987951807229,84.75579516115661,5.696759263486011
Jharkhand,Giridih,2025-04-01,21816,1269.0804597701149,3609.483104843216,5.690905882558376
Maharashtra,Hingoli,2025-07-01,17666,1361.2093023255813,2866.201220785116,5.686657280792358
Tamil Nadu,Ariyalur,2025-03-01,15203,890.4942528735633,2516.5519270841155,5.6850885946585015
Bihar,Pashchim Champaran,2025-04-01,41,5.042857142857143,5.325453547496442,5.684516151632221
Andhra Pradesh,Ananthapur,2025-04-01,17894,978.2790697674419,2980.898856350557,5.672801709624426
Jharkhand,Bokaro,2025-04-01,20550,1260.8023255813953,3399.5294131766755,5.672410184036372
Maharashtra,Aurangabad,2025-07-01,48349,3538.3295454545455,7906.038070399819,5.667187897108431
Andhra Pradesh,Chittoor,2025-04-01,45490,2889.712643678161,7516.745236560164,5.666630886764942
